----------------------------------------------------
       Curve Parameters       | Order | Generator  
  a = 31   b = 72   p = 79    | 88    | Not Cyclic 
  a = 32   b = 72   p = 79    | 80    | Not Cyclic 
  a = 33   b = 72   p = 79    | 79    |  (0, 25)   
  a = 34   b = 72   p = 79    | 78    |  (5, 50)   
  a = 35   b = 72   p = 79    | 72    | Not Cyclic 
  a = 36   b = 72   p = 79    | 81    | Not Cyclic 
  a = 37   b = 72   p = 79    | 96    |  (0, 25)   
  a = 38   b = 72   p = 79    | 81    | Not Cyclic 
  a = 39   b = 72   p = 79    | 92    |  (0, 25)   
  a = 40   b = 72   p = 79    | 66    |  (0, 25)   
  a = 41   b = 72   p = 79    | 69    |  (0, 25)   
  a = 42   b = 72   p = 79    | 63    |  (0, 25)   
  a = 43   b = 72   p = 79    | 69    |  (0, 25)   
  a = 44   b = 72   p = 79    | 71    |  (0, 25)   
  a = 45   b = 72   p = 79    | 88    | Not Cyclic 
  a = 46   b = 72   p = 79    | 88    | Not Cyclic 
  a = 47   b = 72   p = 79    | 65    |  (0, 25)   
  a = 48   b = 72   p = 79    | 79    |  (0, 25)   
  a = 49   b = 72   p = 79    | 90    |  (3, 76)   
  a = 50   b = 72   p = 79    | 71    |  (0, 25)   
  a = 51   b = 72   p = 79    | 66    |  (0, 25)   
  a = 52   b = 72   p = 79    | 92    |  (0, 25)   
  a = 53   b = 72   p = 79    | 78    |  (11, 13)  
  a = 54   b = 72   p = 79    | 65    |  (0, 25)   
  a = 55   b = 72   p = 79    | 88    | Not Cyclic 
  a = 56   b = 72   p = 79    | 90    |  (8, 20)   
  a = 57   b = 72   p = 79    | 65    |  (0, 25)   
  a = 58   b = 72   p = 79    | 93    |  (1, 62)   
  a = 59   b = 72   p = 79    | 88    | Not Cyclic 
  a = 60   b = 72   p = 79    | 96    |  (0, 25)   
  a = 61   b = 72   p = 79    | 96    |  (0, 25)   
  a = 62   b = 72   p = 79    | 85    |  (0, 25)   
  a = 63   b = 72   p = 79    | 79    |  (0, 25)   
  a = 64   b = 72   p = 79    | 71    |  (0, 25)   
  a = 65   b = 72   p = 79    | 90    |  (2, 62)   
  a = 66   b = 72   p = 79    | 80    |  (6, 62)   
  a = 67   b = 72   p = 79    | 66    |  (0, 25)   
  a = 68   b = 72   p = 79    | 79    |  (0, 25)   
  a = 69   b = 72   p = 79    | 70    |  (23, 1)   
  a = 70   b = 72   p = 79    | 93    |   (1, 8)   
  a = 71   b = 72   p = 79    | 78    |  (11, 50)  
  a = 72   b = 72   p = 79    | 69    |  (0, 25)   
  a = 73   b = 72   p = 79    | 90    |  (9, 73)   
  a = 74   b = 72   p = 79    | 69    |  (0, 25)   
  a = 75   b = 72   p = 79    | 80    |  (11, 4)   
  a = 76   b = 72   p = 79    | 69    |  (0, 25)   
  a = 77   b = 72   p = 79    | 79    |  (0, 25)   
  a = 78   b = 72   p = 79    | 90    |   (9, 9)   
  a = 0    b = 73   p = 79    | 93    |   (2, 9)   
  a = 1    b = 73   p = 79    | 63    |  (0, 51)   
  a = 2    b = 73   p = 79    | 81    | Not Cyclic 
  a = 3    b = 73   p = 79    | 65    |  (0, 51)   
  a = 4    b = 73   p = 79    | 69    |  (0, 51)   
  a = 5    b = 73   p = 79    | 92    |  (0, 51)   
  a = 6    b = 73   p = 79    | 72    | Not Cyclic 
  a = 7    b = 73   p = 79    | 65    |  (0, 51)   
  a = 8    b = 73   p = 79    | 90    |  (2, 52)   
  a = 9    b = 73   p = 79    | 85    |  (0, 51)   
  a = 10   b = 73   p = 79    | 80    | Not Cyclic 
  a = 11   b = 73   p = 79    | 66    |  (0, 51)   
  a = 12   b = 73   p = 79    | 93    |  (2, 42)   
  a = 13   b = 73   p = 79    | 69    |  (0, 51)   
  a = 14   b = 73   p = 79    | 72    | Not Cyclic 
  a = 15   b = 73   p = 79    | 79    |  (0, 51)   
  a = 16   b = 73   p = 79    | 66    |  (0, 51)   
  a = 17   b = 73   p = 79    | 70    |  (3, 25)   
  a = 18   b = 73   p = 79    | 88    | Not Cyclic 
  a = 19   b = 73   p = 79    | 88    | Not Cyclic 
  a = 20   b = 73   p = 79    | 71    |  (0, 51)   
  a = 21   b = 73   p = 79    | 85    |  (0, 51)   
  a = 22   b = 73   p = 79    | 88    | Not Cyclic 
  a = 23   b = 73   p = 79    | 63    |  (0, 51)   
  a = 24   b = 73   p = 79    | 96    |  (0, 51)   
  a = 25   b = 73   p = 79    | 88    | Not Cyclic 
  a = 26   b = 73   p = 79    | 90    |  (6, 45)   
  a = 27   b = 73   p = 79    | 92    |  (0, 51)   
  a = 28   b = 73   p = 79    | 93    |  (1, 55)   
  a = 29   b = 73   p = 79    | 79    |  (0, 51)   
  a = 30   b = 73   p = 79    | 80    |   (1, 5)   
  a = 31   b = 73   p = 79    | 81    | Not Cyclic 
  a = 32   b = 73   p = 79    | 88    | Not Cyclic 
  a = 33   b = 73   p = 79    | 69    |  (0, 51)   
  a = 34   b = 73   p = 79    | 88    | Not Cyclic 
  a = 35   b = 73   p = 79    | 79    |  (0, 51)   
  a = 36   b = 73   p = 79    | 92    |  (0, 51)   
  a = 37   b = 73   p = 79    | 78    |  (1, 36)   
  a = 38   b = 73   p = 79    | 92    |  (0, 51)   
  a = 39   b = 73   p = 79    | 93    |   (2, 1)   
  a = 40   b = 73   p = 79    | 90    |   (7, 8)   
  a = 41   b = 73   p = 79    | 79    |  (0, 51)   
  a = 42   b = 73   p = 79    | 88    | Not Cyclic 
  a = 43   b = 73   p = 79    | 79    |  (0, 51)   
  a = 44   b = 73   p = 79    | 88    | Not Cyclic 
  a = 45   b = 73   p = 79    | 90    |  (2, 31)   
  a = 46   b = 73   p = 79    | 81    | Not Cyclic 
  a = 47   b = 73   p = 79    | 90    |   (3, 2)   
  a = 48   b = 73   p = 79    | 69    |  (0, 51)   
  a = 49   b = 73   p = 79    | 85    |  (0, 51)   
  a = 50   b = 73   p = 79    | 88    | Not Cyclic 
  a = 51   b = 73   p = 79    | 90    |   (2, 5)   
  a = 52   b = 73   p = 79    | 66    |  (0, 51)   
  a = 53   b = 73   p = 79    | 88    | Not Cyclic 
  a = 54   b = 73   p = 79    | 90    |  (1, 72)   
  a = 55   b = 73   p = 79    | 63    |  (0, 51)   
  a = 56   b = 73   p = 79    | 96    |  (0, 51)   
  a = 57   b = 73   p = 79    | 90    |   (7, 5)   
  a = 58   b = 73   p = 79    | 80    |  (6, 20)   
  a = 59   b = 73   p = 79    | 72    | Not Cyclic 
  a = 60   b = 73   p = 79    | 78    |  (1, 23)   
  a = 61   b = 73   p = 79    | 78    |  (3, 21)   
  a = 62   b = 73   p = 79    | 69    |  (0, 51)   
  a = 63   b = 73   p = 79    | 92    |  (0, 51)   
  a = 64   b = 73   p = 79    | 88    | Not Cyclic 
  a = 65   b = 73   p = 79    | 71    |  (0, 51)   
  a = 66   b = 73   p = 79    | 70    |  (7, 76)   
  a = 67   b = 73   p = 79    | 90    |   (3, 8)   
  a = 68   b = 73   p = 79    | 92    |  (0, 51)   
  a = 69   b = 73   p = 79    | 65    |  (0, 51)   
  a = 70   b = 73   p = 79    | 80    |  (1, 67)   
  a = 71   b = 73   p = 79    | 88    | Not Cyclic 
  a = 72   b = 73   p = 79    | 80    | Not Cyclic 
  a = 73   b = 73   p = 79    | 71    |  (0, 51)   
  a = 74   b = 73   p = 79    | 79    |  (0, 51)   
  a = 75   b = 73   p = 79    | 70    |  (3, 76)   
  a = 76   b = 73   p = 79    | 80    | Not Cyclic 
  a = 77   b = 73   p = 79    | 69    |  (0, 51)   
  a = 78   b = 73   p = 79    | 96    |  (0, 51)   
  a = 0    b = 74   p = 79    | 67    |  (3, 38)   
  a = 1    b = 74   p = 79    | 80    | Not Cyclic 
  a = 2    b = 74   p = 79    | 89    |  (4, 64)   
  a = 3    b = 74   p = 79    | 80    |  (2, 76)   
  a = 4    b = 74   p = 79    | 70    |  (8, 67)   
  a = 5    b = 74   p = 79    | 72    | Not Cyclic 
  a = 6    b = 74   p = 79    | 82    |  (3, 44)   
  a = 7    b = 74   p = 79    | 80    |  (16, 4)   
  a = 8    b = 74   p = 79    | 97    |   (1, 2)   
  a = 9    b = 74   p = 79    | 94    |  (2, 10)   
  a = 10   b = 74   p = 79    | 75    |  (2, 55)   
  a = 11   b = 74   p = 79    | 79    |   (2, 5)   
  a = 12   b = 74   p = 79    | 81    |  (5, 38)   
  a = 13   b = 74   p = 79    | 70    |  (4, 36)   
  a = 14   b = 74   p = 79    | 82    |  (1, 22)   
  a = 15   b = 74   p = 79    | 72    | Not Cyclic 
  a = 16   b = 74   p = 79    | 79    |  (4, 26)   
  a = 17   b = 74   p = 79    | 67    |  (1, 31)   
  a = 18   b = 74   p = 79    | 72    | Not Cyclic 
  a = 19   b = 74   p = 79    | 72    | Not Cyclic 
  a = 20   b = 74   p = 79    | 72    | Not Cyclic 
  a = 21   b = 74   p = 79    | 94    |  (2, 19)   
  a = 22   b = 74   p = 79    | 91    |  (1, 52)   
  a = 23   b = 74   p = 79    | 80    | Not Cyclic 
  a = 24   b = 74   p = 79    | 95    |  (1, 40)   
  a = 25   b = 74   p = 79    | 91    |  (1, 10)   
  a = 26   b = 74   p = 79    | 97    |  (1, 38)   
  a = 27   b = 74   p = 79    | 91    |  (1, 55)   
  a = 28   b = 74   p = 79    | 81    |  (5, 55)   
  a = 29   b = 74   p = 79    | 72    | Not Cyclic 
  a = 30   b = 74   p = 79    | 68    |  (1, 42)   
  a = 31   b = 74   p = 79    | 89    |  (2, 67)   
  a = 32   b = 74   p = 79    | 91    |  (2, 64)   
  a = 33   b = 74   p = 79    | 88    |  (12, 67)  
  a = 34   b = 74   p = 79    | 64    |  (3, 19)   
  a = 35   b = 74   p = 79    | 72    | Not Cyclic 
  a = 36   b = 74   p = 79    | 72    | Not Cyclic 
  a = 37   b = 74   p = 79    | 70    |  (8, 31)   
  a = 38   b = 74   p = 79    | 72    | Not Cyclic 
  a = 39   b = 74   p = 79    | 81    |   (2, 9)   
  a = 40   b = 74   p = 79    | 68    |  (10, 62)  
  a = 41   b = 74   p = 79    | 81    |  (5, 76)   
  a = 42   b = 74   p = 79    | 72    | Not Cyclic 
  a = 43   b = 74   p = 79    | 81    |  (2, 22)   
  a = 44   b = 74   p = 79    | 70    |   (6, 1)   
  a = 45   b = 74   p = 79    | 97    |   (4, 9)   
  a = 46   b = 74   p = 79    | 89    |  (1, 11)   
  a = 47   b = 74   p = 79    | 90    | Not Cyclic 
  a = 48   b = 74   p = 79    | 88    |  (2, 40)   
  a = 49   b = 74   p = 79    | 94    |  (1, 19)   
  a = 50   b = 74   p = 79    | 70    |  (1, 21)   
  a = 51   b = 74   p = 79    | 68    |  (12, 26)  
  a = 52   b = 74   p = 79    | 79    |  (3, 40)   
  a = 53   b = 74   p = 79    | 64    |  (1, 72)   
  a = 54   b = 74   p = 79    | 90    | Not Cyclic 
  a = 55   b = 74   p = 79    | 80    | Not Cyclic 
  a = 56   b = 74   p = 79    | 95    |  (2, 73)   
  a = 57   b = 74   p = 79    | 90    | Not Cyclic 
  a = 58   b = 74   p = 79    | 68    |  (2, 44)   
  a = 59   b = 74   p = 79    | 82    |  (1, 23)   
  a = 60   b = 74   p = 79    | 70    |   (5, 5)   
  a = 61   b = 74   p = 79    | 70    |  (9, 76)   
  a = 62   b = 74   p = 79    | 70    |  (12, 52)  
  a = 63   b = 74   p = 79    | 91    |  (2, 45)   
  a = 64   b = 74   p = 79    | 70    |  (2, 62)   
  a = 65   b = 74   p = 79    | 72    | Not Cyclic 
  a = 66   b = 74   p = 79    | 67    |  (1, 46)   
  a = 67   b = 74   p = 79    | 68    |   (8, 4)   
  a = 68   b = 74   p = 79    | 91    |   (1, 8)   
  a = 69   b = 74   p = 79    | 80    |  (2, 46)   
  a = 70   b = 74   p = 79    | 68    |   (2, 8)   
  a = 71   b = 74   p = 79    | 64    |  (1, 64)   
  a = 72   b = 74   p = 79    | 75    |   (3, 1)   
  a = 73   b = 74   p = 79    | 72    | Not Cyclic 
  a = 74   b = 74   p = 79    | 81    |   (5, 4)   
  a = 75   b = 74   p = 79    | 67    |  (3, 22)   
  a = 76   b = 74   p = 79    | 75    |  (5, 42)   
  a = 77   b = 74   p = 79    | 88    |  (1, 51)   
  a = 78   b = 74   p = 79    | 95    |   (2, 1)   
  a = 0    b = 75   p = 79    | 67    |  (1, 32)   
  a = 1    b = 75   p = 79    | 72    | Not Cyclic 
  a = 2    b = 75   p = 79    | 75    |  (2, 18)   
  a = 3    b = 75   p = 79    | 72    | Not Cyclic 
  a = 4    b = 75   p = 79    | 72    | Not Cyclic 
  a = 5    b = 75   p = 79    | 91    |   (1, 9)   
  a = 6    b = 75   p = 79    | 68    |  (4, 20)   
  a = 7    b = 75   p = 79    | 72    | Not Cyclic 
  a = 8    b = 75   p = 79    | 68    |  (2, 40)   
  a = 9    b = 75   p = 79    | 97    |  (2, 38)   
  a = 10   b = 75   p = 79    | 70    |  (4, 10)   
  a = 11   b = 75   p = 79    | 80    | Not Cyclic 
  a = 12   b = 75   p = 79    | 70    |  (5, 55)   
  a = 13   b = 75   p = 79    | 72    | Not Cyclic 
  a = 14   b = 75   p = 79    | 68    |  (3, 67)   
  a = 15   b = 75   p = 79    | 67    |  (5, 65)   
  a = 16   b = 75   p = 79    | 80    | Not Cyclic 
  a = 17   b = 75   p = 79    | 82    |  (2, 65)   
  a = 18   b = 75   p = 79    | 79    |  (2, 44)   
  a = 19   b = 75   p = 79    | 79    |   (1, 4)   
  a = 20   b = 75   p = 79    | 94    |  (2, 26)   
  a = 21   b = 75   p = 79    | 97    |  (1, 52)   
  a = 22   b = 75   p = 79    | 89    |  (1, 16)   
  a = 23   b = 75   p = 79    | 72    | Not Cyclic 
  a = 24   b = 75   p = 79    | 81    |  (1, 10)   
  a = 25   b = 75   p = 79    | 89    |  (1, 38)   
  a = 26   b = 75   p = 79    | 68    |  (14, 55)  
  a = 27   b = 75   p = 79    | 95    |   (3, 5)   
  a = 28   b = 75   p = 79    | 70    |  (17, 31)  
  a = 29   b = 75   p = 79    | 67    |  (1, 42)   
  a = 30   b = 75   p = 79    | 64    |  (4, 38)   
  a = 31   b = 75   p = 79    | 75    |  (10, 11)  
  a = 32   b = 75   p = 79    | 89    |  (3, 44)   
  a = 33   b = 75   p = 79    | 80    |  (5, 72)   
  a = 34   b = 75   p = 79    | 81    |  (2, 25)   
  a = 35   b = 75   p = 79    | 67    |  (1, 36)   
  a = 36   b = 75   p = 79    | 91    |  (2, 32)   
  a = 37   b = 75   p = 79    | 91    |  (3, 23)   
  a = 38   b = 75   p = 79    | 91    |  (6, 19)   
  a = 39   b = 75   p = 79    | 70    |  (1, 73)   
  a = 40   b = 75   p = 79    | 72    | Not Cyclic 
  a = 41   b = 75   p = 79    | 90    | Not Cyclic 
  a = 42   b = 75   p = 79    | 79    |  (2, 76)   
  a = 43   b = 75   p = 79    | 90    | Not Cyclic 
  a = 44   b = 75   p = 79    | 70    |  (2, 31)   
  a = 45   b = 75   p = 79    | 68    |  (1, 11)   
  a = 46   b = 75   p = 79    | 75    |  (11, 4)   
  a = 47   b = 75   p = 79    | 88    |  (1, 26)   
  a = 48   b = 75   p = 79    | 80    |  (6, 42)   
  a = 49   b = 75   p = 79    | 97    |  (1, 21)   
  a = 50   b = 75   p = 79    | 70    |  (16, 51)  
  a = 51   b = 75   p = 79    | 72    | Not Cyclic 
  a = 52   b = 75   p = 79    | 80    | Not Cyclic 
  a = 53   b = 75   p = 79    | 81    |  (1, 45)   
  a = 54   b = 75   p = 79    | 88    |  (6, 46)   
  a = 55   b = 75   p = 79    | 72    | Not Cyclic 
  a = 56   b = 75   p = 79    | 81    |  (7, 40)   
  a = 57   b = 75   p = 79    | 88    |  (3, 73)   
  a = 58   b = 75   p = 79    | 64    |  (4, 23)   
  a = 59   b = 75   p = 79    | 68    |  (5, 10)   
  a = 60   b = 75   p = 79    | 91    |  (2, 19)   
  a = 61   b = 75   p = 79    | 91    |  (4, 64)   
  a = 62   b = 75   p = 79    | 72    | Not Cyclic 
  a = 63   b = 75   p = 79    | 95    |  (2, 50)   
  a = 64   b = 75   p = 79    | 70    |  (19, 31)  
  a = 65   b = 75   p = 79    | 94    |  (1, 46)   
  a = 66   b = 75   p = 79    | 82    |  (4, 18)   
  a = 67   b = 75   p = 79    | 72    | Not Cyclic 
  a = 68   b = 75   p = 79    | 95    |   (4, 4)   
  a = 69   b = 75   p = 79    | 72    | Not Cyclic 
  a = 70   b = 75   p = 79    | 64    |  (1, 64)   
  a = 71   b = 75   p = 79    | 81    |  (2, 64)   
  a = 72   b = 75   p = 79    | 70    |   (3, 9)   
  a = 73   b = 75   p = 79    | 94    |  (4, 73)   
  a = 74   b = 75   p = 79    | 90    | Not Cyclic 
  a = 75   b = 75   p = 79    | 82    |  (4, 26)   
  a = 76   b = 75   p = 79    | 70    |  (6, 73)   
  a = 77   b = 75   p = 79    | 80    |  (5, 36)   
  a = 78   b = 75   p = 79    | 81    |   (2, 9)   
  a = 0    b = 76   p = 79    | 63    | Not Cyclic 
  a = 1    b = 76   p = 79    | 76    |  (0, 32)   
  a = 2    b = 76   p = 79    | 84    |  (7, 65)   
  a = 3    b = 76   p = 79    | 96    | Not Cyclic 
  a = 4    b = 76   p = 79    | 94    |   (1, 9)   
  a = 5    b = 76   p = 79    | 74    |  (10, 40)  
  a = 6    b = 76   p = 79    | 76    |   (1, 2)   
  a = 7    b = 76   p = 79    | 96    | Not Cyclic 
  a = 9    b = 76   p = 79    | 85    |  (3, 50)   
  a = 10   b = 76   p = 79    | 77    |  (0, 32)   
  a = 11   b = 76   p = 79    | 93    |  (0, 32)   
  a = 12   b = 76   p = 79    | 82    |  (9, 26)   
  a = 13   b = 76   p = 79    | 94    |  (1, 13)   
  a = 14   b = 76   p = 79    | 76    |  (12, 32)  
  a = 15   b = 76   p = 79    | 72    |  (7, 45)   
  a = 16   b = 76   p = 79    | 93    |  (0, 32)   
  a = 17   b = 76   p = 79    | 84    | Not Cyclic 
  a = 18   b = 76   p = 79    | 77    |  (0, 32)   
  a = 19   b = 76   p = 79    | 77    |  (0, 32)   
  a = 20   b = 76   p = 79    | 80    |  (0, 32)   
  a = 21   b = 76   p = 79    | 85    |  (1, 16)   
  a = 22   b = 76   p = 79    | 81    |  (1, 40)   
  a = 23   b = 76   p = 79    | 76    |  (0, 32)   
  a = 24   b = 76   p = 79    | 70    |  (5, 20)   
  a = 25   b = 76   p = 79    | 81    |  (1, 55)   
  a = 27   b = 76   p = 79    | 91    |  (0, 32)   
  a = 28   b = 76   p = 79    | 82    |   (5, 5)   
  a = 29   b = 76   p = 79    | 72    |  (3, 36)   
  a = 30   b = 76   p = 79    | 82    |  (0, 32)   
  a = 31   b = 76   p = 79    | 84    |  (3, 65)   
  a = 32   b = 76   p = 79    | 81    |  (5, 19)   
  a = 33   b = 76   p = 79    | 89    |  (0, 32)   
  a = 34   b = 76   p = 79    | 88    | Not Cyclic 
  a = 35   b = 76   p = 79    | 72    |  (3, 45)   
  a = 36   b = 76   p = 79    | 74    |  (5, 67)   
  a = 37   b = 76   p = 79    | 76    |  (0, 32)   
  a = 38   b = 76   p = 79    | 74    |  (8, 55)   
  a = 39   b = 76   p = 79    | 82    |  (3, 46)   
  a = 40   b = 76   p = 79    | 90    |  (0, 32)   
  a = 41   b = 76   p = 79    | 85    |  (4, 64)   
  a = 42   b = 76   p = 79    | 77    |  (0, 32)   
  a = 43   b = 76   p = 79    | 85    |  (5, 10)   
  a = 44   b = 76   p = 79    | 64    | Not Cyclic 
  a = 46   b = 76   p = 79    | 84    |   (3, 2)   
  a = 47   b = 76   p = 79    | 65    |  (0, 32)   
  a = 48   b = 76   p = 79    | 89    |  (0, 32)   
  a = 49   b = 76   p = 79    | 85    |  (3, 31)   
  a = 50   b = 76   p = 79    | 64    | Not Cyclic 
  a = 51   b = 76   p = 79    | 90    |  (0, 32)   
  a = 52   b = 76   p = 79    | 93    |  (0, 32)   
  a = 53   b = 76   p = 79    | 88    | Not Cyclic 
  a = 54   b = 76   p = 79    | 65    |  (0, 32)   
  a = 55   b = 76   p = 79    | 76    |  (0, 32)   
  a = 56   b = 76   p = 79    | 70    |  (9, 19)   
  a = 57   b = 76   p = 79    | 65    |  (0, 32)   
  a = 58   b = 76   p = 79    | 82    |  (0, 32)   
  a = 59   b = 76   p = 79    | 76    |  (5, 38)   
  a = 60   b = 76   p = 79    | 76    |  (0, 32)   
  a = 61   b = 76   p = 79    | 76    |  (0, 32)   
  a = 62   b = 76   p = 79    | 94    |  (4, 25)   
  a = 63   b = 76   p = 79    | 91    |  (0, 32)   
  a = 64   b = 76   p = 79    | 64    | Not Cyclic 
  a = 65   b = 76   p = 79    | 80    |  (0, 32)   
  a = 66   b = 76   p = 79    | 84    | Not Cyclic 
  a = 67   b = 76   p = 79    | 90    |  (0, 32)   
  a = 68   b = 76   p = 79    | 91    |  (0, 32)   
  a = 69   b = 76   p = 79    | 96    | Not Cyclic 
  a = 70   b = 76   p = 79    | 82    |  (0, 32)   
  a = 71   b = 76   p = 79    | 88    | Not Cyclic 
  a = 72   b = 76   p = 79    | 77    |  (0, 32)   
  a = 73   b = 76   p = 79    | 80    |  (0, 32)   
  a = 74   b = 76   p = 79    | 85    |  (1, 25)   
  a = 75   b = 76   p = 79    | 84    | Not Cyclic 
  a = 76   b = 76   p = 79    | 77    |  (0, 32)   
  a = 77   b = 76   p = 79    | 89    |  (0, 32)   
  a = 78   b = 76   p = 79    | 70    |  (18, 26)  
  a = 0    b = 77   p = 79    | 97    |   (3, 5)   
  a = 1    b = 77   p = 79    | 96    | Not Cyclic 
  a = 2    b = 77   p = 79    | 75    |   (1, 1)   
  a = 3    b = 77   p = 79    | 72    | Not Cyclic 
  a = 4    b = 77   p = 79    | 83    |   (5, 8)   
  a = 5    b = 77   p = 79    | 66    |  (3, 44)   
  a = 6    b = 77   p = 79    | 69    |  (1, 20)   
  a = 7    b = 77   p = 79    | 72    | Not Cyclic 
  a = 8    b = 77   p = 79    | 86    |   (6, 5)   
  a = 9    b = 77   p = 79    | 84    |  (3, 62)   
  a = 11   b = 77   p = 79    | 83    |  (1, 22)   
  a = 12   b = 77   p = 79    | 95    |  (1, 13)   
  a = 13   b = 77   p = 79    | 83    |  (2, 36)   
  a = 14   b = 77   p = 79    | 69    |  (1, 31)   
  a = 15   b = 77   p = 79    | 78    |  (5, 44)   
  a = 16   b = 77   p = 79    | 83    |  (2, 65)   
  a = 17   b = 77   p = 79    | 84    |   (1, 4)   
  a = 18   b = 77   p = 79    | 76    |  (2, 11)   
  a = 19   b = 77   p = 79    | 76    |  (2, 26)   
  a = 20   b = 77   p = 79    | 67    |  (1, 16)   
  a = 21   b = 77   p = 79    | 84    |  (3, 76)   
  a = 22   b = 77   p = 79    | 80    |  (1, 10)   
  a = 23   b = 77   p = 79    | 96    | Not Cyclic 
  a = 24   b = 77   p = 79    | 88    |  (3, 52)   
  a = 25   b = 77   p = 79    | 80    |  (3, 10)   
  a = 26   b = 77   p = 79    | 86    |   (1, 5)   
  a = 27   b = 77   p = 79    | 64    | Not Cyclic 
  a = 28   b = 77   p = 79    | 95    |  (2, 46)   
  a = 29   b = 77   p = 79    | 78    |  (4, 40)   
  a = 30   b = 77   p = 79    | 90    |  (3, 73)   
  a = 31   b = 77   p = 79    | 75    |  (6, 20)   
  a = 32   b = 77   p = 79    | 80    |  (1, 49)   
  a = 33   b = 77   p = 79    | 78    |  (2, 25)   
  a = 34   b = 77   p = 79    | 75    |  (4, 44)   
  a = 35   b = 77   p = 79    | 78    |  (3, 50)   
  a = 36   b = 77   p = 79    | 66    |  (7, 44)   
  a = 37   b = 77   p = 79    | 71    |  (1, 73)   
  a = 38   b = 77   p = 79    | 66    |  (11, 76)  
  a = 39   b = 77   p = 79    | 95    |  (2, 20)   
  a = 40   b = 77   p = 79    | 79    |   (4, 8)   
